"filename", "language", "Markdown", "Go Checksum File", "Go", "Protocol Buffers", "Go Module File", "JSON", "comment", "blank", "total"
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/keygen/threshold/round_final.go", "Go", 0, 0, 54, 0, 0, 0, 3, 15, 72
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/keygen/threshold/rounds.go", "Go", 0, 0, 78, 0, 0, 0, 5, 13, 96
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/keygen/threshold/test_utils.go", "Go", 0, 0, 107, 0, 0, 0, 2, 9, 118
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/keygen/threshold/tkeygen.pb.go", "Go", 0, 0, 332, 0, 0, 0, 15, 48, 395
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/keygen/threshold/tkeygen.proto", "Protocol Buffers", 0, 0, 0, 34, 0, 0, 0, 6, 40
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/ecdsa_auxiliary_data_0.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/ecdsa_auxiliary_data_1.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/ecdsa_auxiliary_data_2.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/ecdsa_auxiliary_data_3.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/ecdsa_auxiliary_data_4.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/eddsa_auxiliary_data_0.json", "JSON", 0, 0, 0, 0, 0, 31, 0, 1, 32
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/eddsa_auxiliary_data_1.json", "JSON", 0, 0, 0, 0, 0, 31, 0, 1, 32
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_auxiliary_fixtures/eddsa_auxiliary_data_2.json", "JSON", 0, 0, 0, 0, 0, 31, 0, 1, 32
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/non_threshold/ecdsa_keygen_data_0.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/non_threshold/ecdsa_keygen_data_1.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/non_threshold/ecdsa_keygen_data_2.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/non_threshold/eddsa_keygen_data_0.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/non_threshold/eddsa_keygen_data_1.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/non_threshold/eddsa_keygen_data_2.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/ecdsa_keygen_data_0.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/ecdsa_keygen_data_1.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/ecdsa_keygen_data_2.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/ecdsa_keygen_data_3.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/ecdsa_keygen_data_4.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 1
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/eddsa_keygen_data_0.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/eddsa_keygen_data_1.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
"/home/aping/code/mpc/mpc-tss/protocols/cggmp/test/_keygen_fixtures/threshold/eddsa_keygen_data_2.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 1, 21
